position,v_std,t_std
24.288000,41.8344,88.011
24.289000,41.7863,88.097
24.290000,41.7381,88.183
24.291000,41.6900,88.270
24.292000,41.6418,88.356
24.293000,41.5937,88.443
24.294000,41.5455,88.529
24.295000,41.4973,88.615
24.296000,41.4492,88.702
24.297000,41.4010,88.788
24.298000,41.3830,88.875
24.299000,41.3657,88.963
24.300000,41.3484,89.050
24.301000,41.3310,89.137
24.302000,41.3137,89.224
24.303000,41.2963,89.312
24.304000,41.2790,89.399
24.305000,41.2617,89.486
24.306000,41.2443,89.573
24.307000,41.2270,89.661
24.308000,41.2097,89.748
24.309000,41.1980,89.835
24.310000,41.1916,89.923
24.311000,41.1853,90.010
24.312000,41.1789,90.098
24.313000,41.1726,90.185
24.314000,41.1662,90.273
24.315000,41.1598,90.360
24.316000,41.1535,90.448
24.317000,41.1471,90.535
24.318000,41.1407,90.622
24.319000,41.1344,90.710
24.320000,41.1280,90.797
24.321000,41.1216,90.885
24.322000,41.1153,90.973
24.323000,41.1089,91.060
24.324000,41.1026,91.148
24.325000,41.0962,91.235
24.326000,41.0898,91.323
24.327000,41.0835,91.411
24.328000,41.0771,91.498
24.329000,41.0708,91.586
24.330000,41.0644,91.673
24.331000,41.0581,91.761
24.332000,41.0517,91.849
24.333000,41.0453,91.937
24.334000,41.0390,92.024
24.335000,41.0326,92.112
24.336000,41.0263,92.200
24.337000,41.0199,92.288
24.338000,41.0136,92.375
24.339000,41.0072,92.463
24.340000,41.0009,92.551
24.341000,40.9945,92.639
24.342000,40.9882,92.726
24.343000,40.9818,92.814
24.344000,40.9755,92.902
24.345000,40.9691,92.990
24.346000,40.9628,93.078
24.347000,40.9564,93.166
24.348000,40.9501,93.254
24.349000,40.9437,93.342
24.350000,40.9374,93.430
24.351000,40.9310,93.518
24.352000,40.9247,93.605
24.353000,40.9183,93.693
24.354000,40.9120,93.781
24.355000,40.9056,93.869
24.356000,40.8993,93.957
24.357000,40.8929,94.046
24.358000,40.8866,94.134
24.359000,40.8803,94.222
24.360000,40.8739,94.310
24.361000,40.8676,94.398
24.362000,40.8612,94.486
24.363000,40.8549,94.574
24.364000,40.8485,94.662
24.365000,40.8422,94.750
24.366000,40.8344,94.838
24.367000,40.8255,94.927
24.368000,40.8165,95.015
24.369000,40.8076,95.103
24.370000,40.7986,95.191
24.371000,40.7897,95.280
24.372000,40.7807,95.368
24.373000,40.7717,95.456
24.374000,40.7628,95.544
24.375000,40.7538,95.632
24.376000,40.7449,95.721
24.377000,40.7352,95.809
24.378000,40.7226,95.898
24.379000,40.7100,95.986
24.380000,40.6974,96.075
24.381000,40.6849,96.163
24.382000,40.6723,96.252
24.383000,40.6597,96.340
24.384000,40.6471,96.429
24.385000,40.6346,96.517
24.386000,40.6220,96.606
24.387000,40.6094,96.694
24.388000,40.5968,96.783
24.389000,40.5842,96.872
24.390000,40.5717,96.960
24.391000,40.5591,97.049
24.392000,40.5465,97.138
24.393000,40.5339,97.227
24.394000,40.5213,97.316
24.395000,40.5087,97.405
24.396000,40.4961,97.493
24.397000,40.4836,97.582
24.398000,40.4710,97.671
24.399000,40.4584,97.760
24.400000,40.4458,97.849
24.401000,40.4332,97.938
24.402000,40.4206,98.027
24.403000,40.4080,98.116
24.404000,40.3954,98.206
24.405000,40.3828,98.295
24.406000,40.3702,98.384
24.407000,40.3576,98.473
24.408000,40.3450,98.562
24.409000,40.3324,98.651
24.410000,40.3198,98.740
24.411000,40.3074,98.830
24.412000,40.2951,98.919
24.413000,40.2829,99.009
24.414000,40.2707,99.098
24.415000,40.2584,99.188
24.416000,40.2462,99.277
24.417000,40.2340,99.367
24.418000,40.2217,99.456
24.419000,40.2095,99.545
24.420000,40.1973,99.635
24.421000,40.1850,99.724
24.422000,40.1743,99.814
24.423000,40.1675,99.904
24.424000,40.1608,99.993
24.425000,40.1541,100.083
24.426000,40.1473,100.173
24.427000,40.1406,100.262
24.428000,40.1339,100.352
24.429000,40.1271,100.442
24.430000,40.1204,100.531
24.431000,40.1137,100.621
24.432000,40.1069,100.711
24.433000,40.0995,100.800
24.434000,40.0869,100.890
24.435000,40.0743,100.980
24.436000,40.0616,101.070
24.437000,40.0490,101.160
24.438000,40.0364,101.250
24.439000,40.0238,101.340
24.440000,40.0111,101.430
24.441000,39.9985,101.520
24.442000,39.9859,101.610
24.443000,39.9732,101.700
24.444000,39.9606,101.790
24.445000,39.9480,101.880
24.446000,39.9353,101.970
24.447000,39.9227,102.060
24.448000,39.9100,102.151
24.449000,39.8974,102.241
24.450000,39.8848,102.331
24.451000,39.8721,102.421
24.452000,39.8595,102.512
24.453000,39.8468,102.602
24.454000,39.8342,102.692
24.455000,39.8216,102.782
24.456000,39.8111,102.873
24.457000,39.8008,102.964
24.458000,39.7905,103.054
24.459000,39.7802,103.145
24.460000,39.7699,103.235
24.461000,39.7596,103.326
24.462000,39.7493,103.416
24.463000,39.7391,103.507
24.464000,39.7288,103.597
24.465000,39.7185,103.688
24.466000,39.7082,103.779
24.467000,39.7014,103.869
24.468000,39.6952,103.960
24.469000,39.6889,104.051
24.470000,39.6826,104.141
24.471000,39.6764,104.232
24.472000,39.6701,104.323
24.473000,39.6639,104.414
24.474000,39.6576,104.504
24.475000,39.6514,104.595
24.476000,39.6451,104.686
24.477000,39.6388,104.777
24.478000,39.6326,104.868
24.479000,39.6263,104.958
24.480000,39.6201,105.049
24.481000,39.6138,105.140
24.482000,39.6076,105.231
24.483000,39.6013,105.322
24.484000,39.5951,105.413
24.485000,39.5888,105.504
24.486000,39.5826,105.595
24.487000,39.5763,105.686
24.488000,39.5701,105.777
24.489000,39.5638,105.868
24.490000,39.5576,105.959
24.491000,39.5513,106.050
24.492000,39.5451,106.141
24.493000,39.5388,106.232
24.494000,39.5326,106.323
24.495000,39.5263,106.414
24.496000,39.5201,106.505
24.497000,39.5138,106.596
24.498000,39.5076,106.687
24.499000,39.5013,106.778
24.500000,39.4951,106.869
24.501000,39.4889,106.961
24.502000,39.4826,107.052
24.503000,39.4764,107.143
24.504000,39.4701,107.234
24.505000,39.4639,107.325
24.506000,39.4576,107.417
24.507000,39.4514,107.508
24.508000,39.4452,107.599
24.509000,39.4389,107.690
24.510000,39.4327,107.782
24.511000,39.4264,107.873
24.512000,39.4202,107.964
24.513000,39.4140,108.056
24.514000,39.4077,108.147
24.515000,39.4015,108.238
24.516000,39.3953,108.330
24.517000,39.3890,108.421
24.518000,39.3828,108.513
24.519000,39.3765,108.604
24.520000,39.3703,108.695
24.521000,39.3641,108.787
24.522000,39.3578,108.878
24.523000,39.3516,108.970
24.524000,39.3454,109.061
24.525000,39.3391,109.153
24.526000,39.3329,109.244
24.527000,39.3267,109.336
24.528000,39.3204,109.427
24.529000,39.3142,109.519
24.530000,39.3080,109.611
24.531000,39.3017,109.702
24.532000,39.2955,109.794
24.533000,39.2893,109.885
24.534000,39.2830,109.977
24.535000,39.2768,110.069
24.536000,39.2706,110.160
24.537000,39.2644,110.252
24.538000,39.2581,110.344
24.539000,39.2519,110.435
24.540000,39.2457,110.527
24.541000,39.2395,110.619
24.542000,39.2332,110.711
24.543000,39.2270,110.802
24.544000,39.2208,110.894
24.545000,39.2145,110.986
24.546000,39.2083,111.078
24.547000,39.2021,111.170
24.548000,39.1959,111.261
24.549000,39.1897,111.353
24.550000,39.1834,111.445
24.551000,39.1772,111.537
24.552000,39.1710,111.629
24.553000,39.1648,111.721
24.554000,39.1585,111.813
24.555000,39.1523,111.905
24.556000,39.1461,111.997
24.557000,39.1399,112.089
24.558000,39.1337,112.181
24.559000,39.1275,112.273
24.560000,39.1212,112.365
24.561000,39.1150,112.457
24.562000,39.1088,112.549
24.563000,39.1026,112.641
24.564000,39.0964,112.733
24.565000,39.0901,112.825
24.566000,39.0839,112.917
24.567000,39.0777,113.009
24.568000,39.0715,113.101
24.569000,39.0653,113.193
24.570000,39.0591,113.286
24.571000,39.0529,113.378
24.572000,39.0467,113.470
24.573000,39.0404,113.562
24.574000,39.0342,113.654
24.575000,39.0280,113.747
24.576000,39.0218,113.839
24.577000,39.0156,113.931
24.578000,39.0094,114.023
24.579000,39.0032,114.116
24.580000,38.9970,114.208
24.581000,38.9907,114.300
24.582000,38.9845,114.393
24.583000,38.9783,114.485
24.584000,38.9721,114.577
24.585000,38.7410,114.670
24.586000,38.5017,114.763
24.587000,38.2609,114.857
24.588000,38.0187,114.951
24.589000,37.7750,115.047
24.590000,37.5298,115.142
24.591000,37.2830,115.238
24.592000,37.0346,115.335
24.593000,36.7846,115.433
24.594000,36.5330,115.531
24.595000,36.2796,115.630
24.596000,36.0246,115.730
24.597000,35.7678,115.830
24.598000,35.5092,115.931
24.599000,35.2487,116.033
24.600000,34.9864,116.135
24.601000,34.7222,116.239
24.602000,34.4560,116.343
24.603000,34.1878,116.448
24.604000,33.9176,116.554
24.605000,33.6452,116.660
24.606000,33.3707,116.768
24.607000,33.0941,116.876
24.608000,32.8151,116.985
24.609000,32.5337,117.095
24.610000,32.2499,117.207
24.611000,31.9637,117.319
24.612000,31.6750,117.432
24.613000,31.3838,117.546
24.614000,31.0899,117.662
24.615000,30.7934,117.778
24.616000,30.4938,117.895
24.617000,30.1914,118.014
24.618000,29.8860,118.134
24.619000,29.5777,118.255
24.620000,29.2663,118.378
24.621000,28.9513,118.501
24.622000,28.6329,118.626
24.623000,28.3113,118.753
24.624000,27.9861,118.881
24.625000,27.6568,119.010
24.626000,27.3238,119.141
24.627000,26.9870,119.274
24.628000,26.6457,119.408
24.629000,26.3001,119.544
24.630000,25.9504,119.682
24.631000,25.5954,119.822
24.632000,25.2360,119.964
24.633000,24.8712,120.107
24.634000,24.5012,120.253
24.635000,24.1256,120.401
24.636000,23.7441,120.552
24.637000,23.3566,120.705
24.638000,22.9626,120.860
24.639000,22.5618,121.019
24.640000,22.1542,121.180
24.641000,21.7385,121.344
24.642000,21.3151,121.511
24.643000,20.8835,121.682
24.644000,20.4424,121.856
24.645000,19.9918,122.035
24.646000,19.5311,122.217
24.647000,19.0595,122.403
24.648000,18.5761,122.595
24.649000,18.0798,122.791
24.650000,17.5696,122.994
24.651000,17.0442,123.202
24.652000,16.5023,123.417
24.653000,15.9422,123.639
24.654000,15.3622,123.869
24.655000,14.7591,124.108
24.656000,14.1308,124.357
24.657000,13.4732,124.619
24.658000,12.7825,124.893
24.659000,12.0525,125.183
24.660000,11.2750,125.492
24.661000,10.4400,125.824
24.662000,9.5335,126.185
24.663000,8.5309,126.584
24.664000,7.3930,127.037
24.665000,6.0469,127.574
24.666000,4.2969,128.271
24.667000,0.5688,129.760
